n,steps,r_start,depth_len,height_seq,residual_shape_seq,first_failed_depth_seq,residual_mod_8_seq,residual_mod_16_seq,residual_mod_32_seq,residual_all_ones_depth_seq,residual_all_ones_depth_first,residual_all_ones_depth_last,residual_all_ones_depth_mode,residual_all_ones_depth_max,count_all_ones_depth_ge_4,count_all_ones_depth_ge_5,count_all_ones_depth_ge_6,positive_depths,positive_blocks,positive_depth_count,first_frontier_depth,frontier_margin,local_islands,local_island_count,sign_change_up_positions,sign_change_up_count,first_sign_change_pair,residual_mod_16_first,residual_mod_16_last,residual_mod_16_mode,residual_mod_32_first,residual_mod_32_last,residual_mod_32_mode,max_positive_block_length,max_margin_jump,max_retention_drop,max_continuation_drop,sign_change_cause_labels,sign_change_drop_details,margin_profile,retention_profile,continuation_profile
25,64,2,10,2;1;3;1;2;3;4;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2,19;29;11;17;13;5;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1,3;2;4;2;3;4;5;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3,3;5;3;1;5;5;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1,3;13;11;1;13;5;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1,19;29;11;17;13;5;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1,2;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1,2,1,1,2,0,0,0,,,0,-1,0,,0,,0,,3,1,1,19,1,1,0,2,2,0,,,2:-2;3:0;4:0;5:0;6:0;7:0;8:0;9:0;10:0;11:0,2:2;3:0;4:0;5:0;6:0;7:0;8:0;9:0;10:0;11:0,2:0;3:0;4:0;5:0;6:0;7:0;8:0;9:0;10:0;11:0
27,64,2,10,1;2;1;1;1;1;2;2;1;2;1;1;2;1;1;1;2;3;1;1;2;1;2;1;1;1;1;1;3;1;1;1;4;2;2;4;3;1;1;5;4;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2,41;31;47;71;107;161;121;91;137;103;155;233;175;263;395;593;445;167;251;377;283;425;319;479;719;1079;1619;2429;911;1367;2051;3077;577;433;325;61;23;35;53;5;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1,2;3;2;2;2;2;3;3;2;3;2;2;3;2;2;2;3;4;2;2;3;2;3;2;2;2;2;2;4;2;2;2;5;3;3;5;4;2;2;6;5;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3,1;7;7;7;3;1;1;3;1;7;3;1;7;7;3;1;5;7;3;1;3;1;7;7;7;7;3;5;7;7;3;5;1;1;5;5;7;3;5;5;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1,9;15;15;7;11;1;9;11;9;7;11;9;15;7;11;1;13;7;11;9;11;9;15;15;15;7;3;13;15;7;3;5;1;1;5;13;7;3;5;5;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1,9;31;15;7;11;1;25;27;9;7;27;9;15;7;11;17;29;7;27;25;27;9;31;31;15;23;19;29;15;23;3;5;1;17;5;29;23;3;21;5;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1,1;5;4;3;2;1;1;2;1;3;2;1;4;3;2;1;1;3;2;1;2;1;6;5;4;3;2;1;4;3;2;1;1;1;1;1;3;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1,1,1,1,6,7,3,1,2,2,1,2,4,,0,,0,,9,1,1,9,1,1,1,4,10,7,,,2:4;3:0;4:-1;5:-1;6:-1;7:0;8:0;9:0;10:0;11:0,2:24;3:14;4:7;5:3;6:1;7:0;8:0;9:0;10:0;11:0,2:14;3:7;4:3;5:1;6:0;7:0;8:0;9:0;10:0;11:0
29,64,2,10,3;1;2;3;4;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2,11;17;13;5;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1,4;2;3;4;5;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3,3;1;5;5;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1,11;1;13;5;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1,11;17;13;5;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1,2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1,2,1,1,2,0,0,0,,,0,-1,0,,0,,0,,11,1,1,11,1,1,0,1,1,0,,,2:-1;3:0;4:0;5:0;6:0;7:0;8:0;9:0;10:0;11:0,2:1;3:0;4:0;5:0;6:0;7:0;8:0;9:0;10:0;11:0,2:0;3:0;4:0;5:0;6:0;7:0;8:0;9:0;10:0;11:0
31,64,2,10,1;1;1;1;2;2;1;2;1;1;2;1;1;1;2;3;1;1;2;1;2;1;1;1;1;1;3;1;1;1;4;2;2;4;3;1;1;5;4;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2,47;71;107;161;121;91;137;103;155;233;175;263;395;593;445;167;251;377;283;425;319;479;719;1079;1619;2429;911;1367;2051;3077;577;433;325;61;23;35;53;5;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1,2;2;2;2;3;3;2;3;2;2;3;2;2;2;3;4;2;2;3;2;3;2;2;2;2;2;4;2;2;2;5;3;3;5;4;2;2;6;5;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3,7;7;3;1;1;3;1;7;3;1;7;7;3;1;5;7;3;1;3;1;7;7;7;7;3;5;7;7;3;5;1;1;5;5;7;3;5;5;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1,15;7;11;1;9;11;9;7;11;9;15;7;11;1;13;7;11;9;11;9;15;15;15;7;3;13;15;7;3;5;1;1;5;13;7;3;5;5;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1,15;7;11;1;25;27;9;7;27;9;15;7;11;17;29;7;27;25;27;9;31;31;15;23;19;29;15;23;3;5;1;17;5;29;23;3;21;5;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1,4;3;2;1;1;2;1;3;2;1;4;3;2;1;1;3;2;1;2;1;6;5;4;3;2;1;4;3;2;1;1;1;1;1;3;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1,4,1,1,6,6,2,1,2,2,1,2,5,,0,,0,,15,1,1,15,1,1,1,5,9,7,,,2:5;3:0;4:-1;5:-1;6:-1;7:0;8:0;9:0;10:0;11:0,2:23;3:14;4:7;5:3;6:1;7:0;8:0;9:0;10:0;11:0,2:14;3:7;4:3;5:1;6:0;7:0;8:0;9:0;10:0;11:0
33,64,2,10,2;2;1;3;1;2;3;4;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2,25;19;29;11;17;13;5;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1,3;3;2;4;2;3;4;5;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3,1;3;5;3;1;5;5;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1,9;3;13;11;1;13;5;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1,25;19;29;11;17;13;5;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1,1;2;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1,1,1,1,2,0,0,0,,,0,-1,0,,0,,0,,9,1,1,25,1,1,0,2,2,0,,,2:-2;3:0;4:0;5:0;6:0;7:0;8:0;9:0;10:0;11:0,2:2;3:0;4:0;5:0;6:0;7:0;8:0;9:0;10:0;11:0,2:0;3:0;4:0;5:0;6:0;7:0;8:0;9:0;10:0;11:0
35,64,2,10,1;5;4;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2,53;5;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1,2;6;5;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3,5;5;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1,5;5;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1,21;5;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1,1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1,1,1,1,1,0,0,0,,,0,-1,0,,0,,0,,5,1,1,21,1,1,0,1,1,0,,,2:-1;3:0;4:0;5:0;6:0;7:0;8:0;9:0;10:0;11:0,2:1;3:0;4:0;5:0;6:0;7:0;8:0;9:0;10:0;11:0,2:0;3:0;4:0;5:0;6:0;7:0;8:0;9:0;10:0;11:0
37,64,2,10,4;1;1;2;3;4;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2,7;11;17;13;5;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1,5;2;2;3;4;5;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3,7;3;1;5;5;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1,7;11;1;13;5;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1,7;11;17;13;5;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1,3;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1,3,1,1,3,0,0,0,,,0,-1,0,,0,,0,,7,1,1,7,1,1,0,1,1,1,,,2:0;3:-1;4:0;5:0;6:0;7:0;8:0;9:0;10:0;11:0,2:2;3:1;4:0;5:0;6:0;7:0;8:0;9:0;10:0;11:0,2:1;3:0;4:0;5:0;6:0;7:0;8:0;9:0;10:0;11:0
39,64,2,10,1;1;2;1;4;1;3;1;2;3;4;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2,59;89;67;101;19;29;11;17;13;5;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1,2;2;3;2;5;2;4;2;3;4;5;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3,3;1;3;5;3;5;3;1;5;5;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1,11;9;3;5;3;13;11;1;13;5;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1,27;25;3;5;19;29;11;17;13;5;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1,2;1;2;1;2;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1,2,1,1,2,0,0,0,,,0,-1,0,,0,,0,,11,1,1,27,1,1,0,2,4,1,,,2:-3;3:-1;4:0;5:0;6:0;7:0;8:0;9:0;10:0;11:0,2:5;3:1;4:0;5:0;6:0;7:0;8:0;9:0;10:0;11:0,2:1;3:0;4:0;5:0;6:0;7:0;8:0;9:0;10:0;11:0
41,64,2,10,2;1;1;1;1;2;2;1;2;1;1;2;1;1;1;2;3;1;1;2;1;2;1;1;1;1;1;3;1;1;1;4;2;2;4;3;1;1;5;4;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2,31;47;71;107;161;121;91;137;103;155;233;175;263;395;593;445;167;251;377;283;425;319;479;719;1079;1619;2429;911;1367;2051;3077;577;433;325;61;23;35;53;5;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1,3;2;2;2;2;3;3;2;3;2;2;3;2;2;2;3;4;2;2;3;2;3;2;2;2;2;2;4;2;2;2;5;3;3;5;4;2;2;6;5;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3,7;7;7;3;1;1;3;1;7;3;1;7;7;3;1;5;7;3;1;3;1;7;7;7;7;3;5;7;7;3;5;1;1;5;5;7;3;5;5;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1,15;15;7;11;1;9;11;9;7;11;9;15;7;11;1;13;7;11;9;11;9;15;15;15;7;3;13;15;7;3;5;1;1;5;13;7;3;5;5;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1,31;15;7;11;1;25;27;9;7;27;9;15;7;11;17;29;7;27;25;27;9;31;31;15;23;19;29;15;23;3;5;1;17;5;29;23;3;21;5;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1,5;4;3;2;1;1;2;1;3;2;1;4;3;2;1;1;3;2;1;2;1;6;5;4;3;2;1;4;3;2;1;1;1;1;1;3;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1,5,1,1,6,7,3,1,2,2,1,2,5,,0,,0,,15,1,1,31,1,1,1,5,9,7,,,2:5;3:0;4:-1;5:-1;6:-1;7:0;8:0;9:0;10:0;11:0,2:23;3:14;4:7;5:3;6:1;7:0;8:0;9:0;10:0;11:0,2:14;3:7;4:3;5:1;6:0;7:0;8:0;9:0;10:0;11:0
43,64,2,10,1;2;2;4;1;1;2;3;4;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2,65;49;37;7;11;17;13;5;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1,2;3;3;5;2;2;3;4;5;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3,1;1;5;7;3;1;5;5;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1,1;1;5;7;11;1;13;5;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1,1;17;5;7;11;17;13;5;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1,1;1;1;3;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1,1,1,1,3,0,0,0,,,0,-1,0,,0,,0,,1,1,1,1,1,1,0,1,2,1,,,2:-1;3:-1;4:0;5:0;6:0;7:0;8:0;9:0;10:0;11:0,2:3;3:1;4:0;5:0;6:0;7:0;8:0;9:0;10:0;11:0,2:1;3:0;4:0;5:0;6:0;7:0;8:0;9:0;10:0;11:0
45,64,2,10,3;2;3;4;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2,17;13;5;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1,4;3;4;5;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3,1;5;5;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1,1;13;5;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1,17;13;5;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1,1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1,1,1,1,1,0,0,0,,,0,-1,0,,0,,0,,1,1,1,17,1,1,0,0,0,0,,,2:0;3:0;4:0;5:0;6:0;7:0;8:0;9:0;10:0;11:0,2:0;3:0;4:0;5:0;6:0;7:0;8:0;9:0;10:0;11:0,2:0;3:0;4:0;5:0;6:0;7:0;8:0;9:0;10:0;11:0
47,64,2,10,1;1;1;2;2;1;2;1;1;2;1;1;1;2;3;1;1;2;1;2;1;1;1;1;1;3;1;1;1;4;2;2;4;3;1;1;5;4;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2,71;107;161;121;91;137;103;155;233;175;263;395;593;445;167;251;377;283;425;319;479;719;1079;1619;2429;911;1367;2051;3077;577;433;325;61;23;35;53;5;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1,2;2;2;3;3;2;3;2;2;3;2;2;2;3;4;2;2;3;2;3;2;2;2;2;2;4;2;2;2;5;3;3;5;4;2;2;6;5;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3,7;3;1;1;3;1;7;3;1;7;7;3;1;5;7;3;1;3;1;7;7;7;7;3;5;7;7;3;5;1;1;5;5;7;3;5;5;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1,7;11;1;9;11;9;7;11;9;15;7;11;1;13;7;11;9;11;9;15;15;15;7;3;13;15;7;3;5;1;1;5;13;7;3;5;5;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1,7;11;1;25;27;9;7;27;9;15;7;11;17;29;7;27;25;27;9;31;31;15;23;19;29;15;23;3;5;1;17;5;29;23;3;21;5;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1,3;2;1;1;2;1;3;2;1;4;3;2;1;1;3;2;1;2;1;6;5;4;3;2;1;4;3;2;1;1;1;1;1;3;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1,3,1,1,6,5,2,1,2,2,1,2,4,,0,,0,,7,1,1,7,1,1,1,5,9,7,,,2:4;3:-1;4:-2;5:0;6:-1;7:0;8:0;9:0;10:0;11:0,2:22;3:13;4:6;5:2;6:1;7:0;8:0;9:0;10:0;11:0,2:13;3:6;4:2;5:1;6:0;7:0;8:0;9:0;10:0;11:0
